experiment,participantid,itemid,itemtype,strategy_seen,strategy_text,tag_ann1,subtag_ann1,tag_ann2,subtag_ann2,agree_tag,agree_subtag,tag_both,subtag_both
2,100,63,target complex,2,Monster with no hat?,unclear,,other_reason,visual_resemblance,0,0,unclear,
2,102,57,target complex,2,Only because there isn’t a robot with a scarf,unclear,,unclear,,1,1,unclear,
2,102,30,target simple,1,This is because I feel this is the one that was suggested,unclear,,unclear,,1,1,unclear,
2,104,17,target complex,2,the robot is facing same direction as the chosen one by previous participant,unclear,,other_reason,visual_resemblance,0,0,unclear,
2,113,57,target complex,1,robot,unclear,,unclear,,1,1,unclear,
2,113,18,target simple,2,scarf,unclear,,unclear,,1,1,unclear,
3,119,43,target complex,2,Its similar to theone the participant picked,unclear,,unclear,,1,1,unclear,
1,12,36,target simple,1,because he has no cap and he is not green,correct_reasoning,,other_reason,visual_resemblance,0,0,unclear,
3,120,15,target complex,2,blue hat,unclear,,unclear,,1,1,unclear,
3,120,30,target simple,1,scarf,unclear,,unclear,,1,1,unclear,
3,123,15,target complex,1,Because its the same green image and there's no other option available,unclear,,unclear,,1,1,unclear,
3,140,17,target complex,2,red hat,unclear,,unclear,,1,1,unclear,
3,145,28,target simple,2,no cap,unclear,,other_reason,visual_resemblance,0,0,unclear,
3,148,8,target simple,2,The monster is the same as in the clue that the previous participant gave.,unclear,,unclear,,1,1,unclear,
3,149,42,target simple,1,"It matches what the previous participant i think would want me to pick ,",unclear,,unclear,,1,1,unclear,
3,153,2,target complex,2,red cap,unclear,,unclear,,1,1,unclear,
3,153,36,target simple,1,it looks similar to the previous participant,other_reason,visual_resemblance,unclear,,0,0,unclear,
3,156,15,target complex,1,green monster,unclear,,unclear,,1,1,unclear,
3,157,18,target simple,1,Because of the blue hat,unclear,,unclear,,1,1,unclear,
3,158,59,target simple,2,because the creature can be differentiated by not having a hat,unclear,,other_reason,odd_one_out,0,0,unclear,
3,164,49,target complex,2,The hat is blue,unclear,,unclear,,1,1,unclear,
3,166,49,target complex,2,Closest to what was said,unclear,,unclear,,1,1,unclear,
3,173,59,target simple,1,because it is wearing an accessory,unclear,,unclear,,1,1,unclear,
3,177,18,target simple,1,Because of the blue hat,unclear,,unclear,,1,1,unclear,
4,182,7,target complex,2,it was the only one that fitted,unclear,,unclear,,1,1,unclear,
4,182,33,target simple,1,it is the appropriate colour and shape,unclear,,guess,,0,1,unclear,
4,191,26,target simple,1,As it is a green triangle which was presented to the previous participant,unclear,,guess,,0,1,unclear,
4,201,63,target complex,1,im not sure,guess,,unclear,,0,1,unclear,
4,208,49,target complex,1,Opposite the other green object and kinda just on instinct,guess,,other_reason,other,0,0,unclear,
4,214,5,target complex,1,"Its red but so is triangle, but the circle is blue",unclear,,unclear,,1,1,unclear,
4,218,12,target simple,2,i could choose red triangle or square so i choose the one i think they would choose first,guess,,other_reason,preference,0,0,unclear,
1,22,63,target complex,1,"Because if the player had chosen a blue hot, I would have chosen the robot. So I assumed that although the player could have chosen the red hat, that they wanted me to chose the more central monster not wearing a blue hat.",unclear,,guess,,0,1,unclear,
4,221,15,target complex,1,Green because it is a triangle.,unclear,,guess,,0,1,unclear,
4,232,15,target complex,2,Because they chose the shape rather than the colour since there are 2 shapes the same to choose from,correct_reasoning,,unclear,,0,1,unclear,
1,27,42,target simple,2,"He clearly wanted me to pick this, no hat.",unclear,,other_reason,visual_resemblance,0,0,unclear,
1,31,30,target simple,2,The creature had no hat,unclear,,unclear,,1,1,unclear,
1,35,18,target simple,1,Because it hasn't be show on the top before.,guess,,unclear,,0,1,unclear,
1,47,49,target complex,2,The creature is identical to the one on the block.,guess,,unclear,,0,1,unclear,
1,47,33,target simple,1,the creature looks like the one on the block.,guess,,unclear,,0,1,unclear,
1,51,42,target simple,2,Looks identical.,other_reason,visual_resemblance,unclear,,0,0,unclear,
1,55,2,target complex,1,because of the red cap on the monster's head,unclear,,other_reason,visual resemblance,0,0,unclear,
1,58,59,target simple,1,looks closest to the participants picture,unclear,,unclear,,1,1,unclear,
2,64,43,target complex,1,It didn't have a scarf,unclear,,other_reason,visual_resemblance,0,0,unclear,
2,66,2,target complex,1,The prewvoius image ahd a robot in red hat,unclear,,guess,,0,1,unclear,
2,68,17,target complex,1,the previous participants choice is similar.,other_reason,visual_resemblance,unclear,,0,0,unclear,
2,74,28,target simple,1,Seemed most appropriate,unclear,,unclear,,1,1,unclear,
1,8,49,target complex,1,"because two images have a red hat, but this is the monster with the red hat",correct_reasoning,,other_reason,other,0,0,unclear,
1,8,36,target simple,2,because its exactly the right picture,unclear,,unclear,,1,1,unclear,
2,84,57,target complex,1,If it was the one with the red hat the previous patricipant would have chosen the red hat,unclear,,unclear,,1,1,unclear,
2,87,24,target complex,2,I tried to imagine what the previous participant would choose,unclear,,unclear,,1,1,unclear,
2,88,49,target complex,1,best suits everything,unclear,,unclear,,1,1,unclear,
2,88,18,target simple,2,best suits everything,unclear,,unclear,,1,1,unclear,
2,89,36,target simple,1,not sure,unclear,,unclear,,1,1,unclear,
2,92,24,target complex,1,because of the scarf.,unclear,,unclear,,1,1,unclear,
2,92,33,target simple,2,because of the green monster and because it has no scarf.,unclear,,other_reason,visual_resemblance,0,0,unclear,
2,99,33,target simple,1,It was a green monster not wearing a scarf.,unclear,,other_reason,visual_resemblance,0,0,unclear,
