"participantid","itemid","itemtype","message","target","competitor","distractor","id","answer","presentation_order","answer_which","targetpos","answer_order","correct","trialid","strategy_seen","strategy_answer","strategy_answer_which","strategy_answer_order","strategy_correct","strategy_text","experiment"
153,1,"filler type b","rh","gm_rh","pm_sc","pm_bh",1024250,"gm_rh","pm_bh,pm_sc,gm_rh","target",3,3,"True",23,NA,"","",NA,"","",3
153,2,"target complex","rh","gm_rh","pm_rh","gm_sc",1024262,"pm_rh","gm_sc,pm_rh,gm_rh","competitor",3,2,"False",35,2,"pm_rh","competitor",2,"False","red cap",3
153,3,"filler ambiguous","rh","pm_rh","pm_rh","gm_bh",1024261,"pm_rh","gm_bh,pm_rh,pm_rh","target",2,2,"True",34,NA,"","",NA,"","",3
153,4,"filler type a","rh","pm_rh","pm_sc","gm_bh",1024246,"pm_rh","pm_rh,pm_sc,gm_bh","target",1,1,"True",19,NA,"","",NA,"","",3
153,5,"target complex","bh","pm_bh","gm_bh","pm_sc",1024280,"gm_bh","pm_bh,gm_bh,pm_sc","competitor",1,2,"False",53,NA,"","",NA,"","",3
153,6,"filler unambiguous","rh","pm_rh","gm_sc","ro_bh",1024275,"pm_rh","pm_rh,gm_sc,ro_bh","target",1,1,"True",48,NA,"","",NA,"","",3
153,7,"target complex","gm","gm_bh","gm_rh","ro_bh",1024249,"gm_bh","gm_bh,gm_rh,ro_bh","target",1,1,"True",22,NA,"","",NA,"","",3
153,8,"target simple","pm","pm_sc","pm_rh","gm_bh",1024266,"pm_sc","pm_rh,gm_bh,pm_sc","target",3,3,"True",39,NA,"","",NA,"","",3
153,9,"filler ambiguous","gm","gm_bh","gm_bh","pm_sc",1024269,"gm_bh","gm_bh,pm_sc,gm_bh","target",1,1,"True",42,NA,"","",NA,"","",3
153,10,"filler type c","rh","pm_rh","pm_bh","ro_bh",1024243,"pm_rh","pm_rh,pm_bh,ro_bh","target",1,1,"True",16,NA,"","",NA,"","",3
153,11,"filler type c","rh","gm_rh","gm_bh","ro_bh",1024230,"ro_bh","gm_rh,ro_bh,gm_bh","distractor",1,2,"False",3,NA,"","",NA,"","",3
153,12,"target simple","bh","ro_bh","gm_bh","pm_rh",1024264,"gm_bh","gm_bh,ro_bh,pm_rh","competitor",2,1,"False",37,NA,"","",NA,"","",3
153,13,"filler type a","bh","pm_bh","pm_sc","gm_rh",1024244,"pm_bh","gm_rh,pm_bh,pm_sc","target",2,2,"True",17,NA,"","",NA,"","",3
153,14,"filler unambiguous","rh","gm_rh","pm_bh","ro_sc",1024259,"gm_rh","gm_rh,pm_bh,ro_sc","target",1,1,"True",32,NA,"","",NA,"","",3
153,15,"target complex","gm","gm_rh","gm_bh","ro_rh",1024242,"gm_rh","gm_bh,ro_rh,gm_rh","target",3,3,"True",15,NA,"","",NA,"","",3
153,16,"filler type c","bh","gm_bh","gm_rh","ro_rh",1024286,"gm_bh","ro_rh,gm_bh,gm_rh","target",2,2,"True",59,NA,"","",NA,"","",3
153,17,"target complex","pm","pm_bh","pm_rh","ro_bh",1024293,"pm_bh","pm_bh,ro_bh,pm_rh","target",1,1,"True",66,NA,"","",NA,"","",3
153,18,"target simple","bh","ro_bh","pm_bh","gm_rh",1024260,"ro_bh","pm_bh,gm_rh,ro_bh","target",3,3,"True",33,NA,"","",NA,"","",3
153,19,"filler unambiguous","bh","ro_bh","gm_sc","pm_rh",1024284,"ro_bh","ro_bh,gm_sc,pm_rh","target",1,1,"True",57,NA,"","",NA,"","",3
153,20,"filler unambiguous","bh","ro_sc","gm_rh","pm_bh",1024263,"pm_bh","pm_bh,gm_rh,ro_sc","target",1,1,"True",36,NA,"","",NA,"","",3
153,21,"filler type c","gm","gm_bh","pm_bh","pm_sc",1024254,"gm_bh","pm_bh,gm_bh,pm_sc","target",2,2,"True",27,NA,"","",NA,"","",3
153,22,"filler type c","rh","pm_rh","pm_bh","ro_bh",1024291,"pm_rh","pm_bh,pm_rh,ro_bh","target",2,2,"True",64,NA,"","",NA,"","",3
153,23,"filler unambiguous","pm","pm_rh","gm_bh","ro_sc",1024258,"pm_rh","gm_bh,ro_sc,pm_rh","target",3,3,"True",31,NA,"","",NA,"","",3
153,24,"target complex","bh","pm_bh","gm_bh","pm_sc",1024267,"gm_bh","pm_bh,pm_sc,gm_bh","competitor",1,3,"False",40,NA,"","",NA,"","",3
153,25,"target complex","pm","pm_bh","pm_rh","ro_bh",1024257,"pm_bh","pm_rh,ro_bh,pm_bh","target",3,3,"True",30,NA,"","",NA,"","",3
153,26,"target simple","rh","ro_rh","gm_rh","pm_bh",1024251,"gm_rh","gm_rh,pm_bh,ro_rh","competitor",3,1,"False",24,NA,"","",NA,"","",3
153,27,"target simple","rh","ro_rh","gm_rh","pm_bh",1024233,"gm_rh","ro_rh,pm_bh,gm_rh","competitor",1,3,"False",6,NA,"","",NA,"","",3
153,28,"target simple","pm","pm_sc","pm_bh","gm_rh",1024277,"pm_sc","pm_bh,gm_rh,pm_sc","target",3,3,"True",50,NA,"","",NA,"","",3
153,29,"filler type a","bh","pm_bh","pm_sc","gm_rh",1024273,"pm_sc","gm_rh,pm_bh,pm_sc","competitor",2,3,"False",46,NA,"","",NA,"","",3
153,30,"target simple","pm","pm_sc","pm_bh","gm_rh",1024270,"pm_bh","pm_bh,pm_sc,gm_rh","competitor",2,1,"False",43,NA,"","",NA,"","",3
153,31,"filler ambiguous","pm","pm_rh","pm_rh","gm_bh",1024237,"pm_rh","gm_bh,pm_rh,pm_rh","target",3,3,"True",10,NA,"","",NA,"","",3
153,32,"filler type c","bh","pm_bh","pm_rh","ro_rh",1024232,"pm_bh","ro_rh,pm_rh,pm_bh","target",3,3,"True",5,NA,"","",NA,"","",3
153,33,"target simple","gm","gm_sc","gm_bh","pm_rh",1024253,"gm_bh","gm_sc,gm_bh,pm_rh","competitor",1,2,"False",26,NA,"","",NA,"","",3
153,34,"filler type b","bh","pm_bh","gm_rh","ro_rh",1024248,"pm_bh","ro_rh,pm_bh,gm_rh","target",2,2,"True",21,NA,"","",NA,"","",3
153,35,"filler ambiguous","bh","gm_bh","gm_bh","pm_rh",1024252,"gm_bh","gm_bh,pm_rh,gm_bh","competitor",1,3,"False",25,NA,"","",NA,"","",3
153,36,"target simple","pm","pm_sc","pm_rh","gm_bh",1024283,"pm_sc","pm_sc,pm_rh,gm_bh","target",1,1,"True",56,1,"pm_sc","target",1,"True","it looks similar to the previous participant",3
153,37,"filler unambiguous","rh","gm_rh","pm_sc","ro_bh",1024279,"gm_rh","gm_rh,pm_sc,ro_bh","target",1,1,"True",52,NA,"","",NA,"","",3
153,38,"filler type b","rh","pm_rh","ro_bh","gm_bh",1024282,"pm_rh","gm_bh,ro_bh,pm_rh","target",3,3,"True",55,NA,"","",NA,"","",3
153,39,"filler ambiguous","rh","pm_rh","pm_rh","gm_bh",1024255,"pm_rh","pm_rh,pm_rh,gm_bh","target",1,1,"True",28,NA,"","",NA,"","",3
153,40,"target simple","bh","ro_bh","gm_bh","pm_rh",1024265,"ro_bh","ro_bh,pm_rh,gm_bh","target",1,1,"True",38,NA,"","",NA,"","",3
153,41,"filler type a","gm","gm_bh","ro_bh","pm_rh",1024289,"ro_bh","pm_rh,ro_bh,gm_bh","competitor",3,2,"False",62,NA,"","",NA,"","",3
153,42,"target simple","pm","pm_sc","pm_rh","gm_bh",1024236,"pm_sc","gm_bh,pm_sc,pm_rh","target",2,2,"True",9,NA,"","",NA,"","",3
153,43,"target complex","pm","pm_rh","pm_bh","ro_rh",1024272,"pm_bh","ro_rh,pm_rh,pm_bh","competitor",2,3,"False",45,NA,"","",NA,"","",3
153,44,"filler type b","gm","gm_bh","pm_rh","pm_sc",1024240,"pm_rh","pm_rh,pm_sc,gm_bh","competitor",3,1,"False",13,NA,"","",NA,"","",3
153,45,"filler type b","pm","pm_rh","gm_bh","gm_sc",1024256,"pm_rh","gm_sc,pm_rh,gm_bh","target",2,2,"True",29,NA,"","",NA,"","",3
153,46,"filler unambiguous","bh","ro_bh","pm_sc","gm_rh",1024235,"ro_bh","ro_bh,gm_rh,pm_sc","target",1,1,"True",8,NA,"","",NA,"","",3
153,47,"filler type a","rh","pm_rh","pm_sc","gm_bh",1024287,"pm_rh","gm_bh,pm_rh,pm_sc","target",2,2,"True",60,NA,"","",NA,"","",3
153,48,"filler unambiguous","pm","pm_rh","ro_sc","gm_bh",1024239,"pm_rh","gm_bh,pm_rh,ro_sc","target",2,2,"True",12,NA,"","",NA,"","",3
153,49,"target complex","gm","gm_rh","gm_bh","ro_rh",1024281,"gm_rh","gm_bh,gm_rh,ro_rh","target",2,2,"True",54,NA,"","",NA,"","",3
153,50,"filler ambiguous","gm","gm_bh","gm_bh","pm_sc",1024234,"gm_bh","pm_sc,gm_bh,gm_bh","target",2,2,"True",7,NA,"","",NA,"","",3
153,51,"target complex","pm","pm_rh","pm_bh","ro_rh",1024231,"pm_bh","ro_rh,pm_bh,pm_rh","competitor",3,2,"False",4,NA,"","",NA,"","",3
153,52,"filler ambiguous","rh","pm_rh","pm_rh","gm_sc",1024245,"pm_rh","gm_sc,pm_rh,pm_rh","target",3,3,"True",18,NA,"","",NA,"","",3
153,53,"filler ambiguous","pm","pm_rh","pm_rh","gm_sc",1024292,"pm_rh","gm_sc,pm_rh,pm_rh","competitor",3,2,"False",65,NA,"","",NA,"","",3
153,54,"filler type c","bh","pm_bh","pm_rh","ro_rh",1024290,"ro_rh","pm_bh,pm_rh,ro_rh","distractor",1,3,"False",63,NA,"","",NA,"","",3
153,55,"filler type c","rh","gm_rh","gm_bh","ro_bh",1024238,"gm_bh","ro_bh,gm_rh,gm_bh","competitor",2,3,"False",11,NA,"","",NA,"","",3
153,56,"filler type b","gm","gm_rh","ro_bh","pm_bh",1024229,"gm_rh","pm_bh,gm_rh,ro_bh","target",2,2,"True",2,NA,"","",NA,"","",3
153,57,"target complex","pm","pm_rh","pm_bh","ro_rh",1024288,"pm_bh","pm_rh,ro_rh,pm_bh","competitor",1,3,"False",61,NA,"","",NA,"","",3
153,58,"filler ambiguous","rh","pm_rh","pm_rh","gm_sc",1024278,"pm_rh","pm_rh,pm_rh,gm_sc","competitor",1,2,"False",51,NA,"","",NA,"","",3
153,59,"target simple","pm","pm_sc","pm_bh","gm_rh",1024274,"pm_sc","pm_bh,gm_rh,pm_sc","target",3,3,"True",47,NA,"","",NA,"","",3
153,60,"filler type c","gm","gm_bh","pm_bh","pm_sc",1024228,"pm_bh","pm_bh,gm_bh,pm_sc","competitor",2,1,"False",1,NA,"","",NA,"","",3
153,61,"filler type c","pm","pm_rh","gm_rh","gm_sc",1024276,"pm_rh","gm_rh,gm_sc,pm_rh","target",3,3,"True",49,NA,"","",NA,"","",3
153,62,"filler type c","bh","pm_bh","pm_rh","ro_rh",1024285,"pm_bh","ro_rh,pm_rh,pm_bh","target",3,3,"True",58,NA,"","",NA,"","",3
153,63,"target complex","gm","gm_bh","gm_rh","ro_bh",1024268,"gm_bh","gm_bh,gm_rh,ro_bh","target",1,1,"True",41,NA,"","",NA,"","",3
153,64,"filler type a","gm","gm_rh","ro_rh","pm_bh",1024241,"gm_rh","pm_bh,gm_rh,ro_rh","target",2,2,"True",14,NA,"","",NA,"","",3
153,65,"filler type c","bh","gm_bh","gm_rh","ro_rh",1024247,"gm_bh","gm_bh,ro_rh,gm_rh","target",1,1,"True",20,NA,"","",NA,"","",3
153,66,"filler unambiguous","gm","gm_bh","ro_sc","pm_rh",1024271,"gm_bh","ro_sc,pm_rh,gm_bh","target",3,3,"True",44,NA,"","",NA,"","",3
154,1,"filler type b","rh","gm_rh","pm_sc","pm_bh",1020867,"gm_rh","pm_sc,pm_bh,gm_rh","target",3,3,"True",6,NA,"","",NA,"","",3
154,2,"target complex","rh","gm_rh","pm_rh","gm_sc",1020890,"pm_rh","gm_sc,gm_rh,pm_rh","competitor",2,3,"False",29,2,"pm_rh","competitor",3,"False","I just took a guess between the green man and purple man - both were wearing red hats so there's not really a way to tell which one the previous participant intended for me to pick",3
154,3,"filler ambiguous","rh","pm_rh","pm_rh","gm_bh",1020875,"pm_rh","pm_rh,gm_bh,pm_rh","target",3,3,"True",14,NA,"","",NA,"","",3
154,4,"filler type a","rh","pm_rh","pm_sc","gm_bh",1020879,"pm_rh","gm_bh,pm_rh,pm_sc","target",2,2,"True",18,NA,"","",NA,"","",3
154,5,"target complex","bh","pm_bh","gm_bh","pm_sc",1020895,"gm_bh","pm_sc,gm_bh,pm_bh","competitor",3,2,"False",34,NA,"","",NA,"","",3
154,6,"filler unambiguous","rh","pm_rh","gm_sc","ro_bh",1020872,"pm_rh","gm_sc,ro_bh,pm_rh","target",3,3,"True",11,NA,"","",NA,"","",3
154,7,"target complex","gm","gm_bh","gm_rh","ro_bh",1020871,"gm_bh","ro_bh,gm_rh,gm_bh","target",3,3,"True",10,NA,"","",NA,"","",3
154,8,"target simple","pm","pm_sc","pm_rh","gm_bh",1020923,"pm_sc","pm_sc,gm_bh,pm_rh","target",1,1,"True",62,NA,"","",NA,"","",3
154,9,"filler ambiguous","gm","gm_bh","gm_bh","pm_sc",1020921,"gm_bh","gm_bh,gm_bh,pm_sc","competitor",1,2,"False",60,NA,"","",NA,"","",3
154,10,"filler type c","rh","pm_rh","pm_bh","ro_bh",1020924,"pm_rh","pm_bh,pm_rh,ro_bh","target",2,2,"True",63,NA,"","",NA,"","",3
154,11,"filler type c","rh","gm_rh","gm_bh","ro_bh",1020862,"gm_rh","gm_rh,gm_bh,ro_bh","target",1,1,"True",1,NA,"","",NA,"","",3
154,12,"target simple","bh","ro_bh","gm_bh","pm_rh",1020888,"ro_bh","ro_bh,pm_rh,gm_bh","target",1,1,"True",27,NA,"","",NA,"","",3
154,13,"filler type a","bh","pm_bh","pm_sc","gm_rh",1020876,"pm_bh","gm_rh,pm_sc,pm_bh","target",3,3,"True",15,NA,"","",NA,"","",3
154,14,"filler unambiguous","rh","gm_rh","pm_bh","ro_sc",1020912,"gm_rh","pm_bh,ro_sc,gm_rh","target",3,3,"True",51,NA,"","",NA,"","",3
154,15,"target complex","gm","gm_rh","gm_bh","ro_rh",1020898,"gm_bh","ro_rh,gm_bh,gm_rh","competitor",3,2,"False",37,NA,"","",NA,"","",3
154,16,"filler type c","bh","gm_bh","gm_rh","ro_rh",1020916,"gm_bh","ro_rh,gm_rh,gm_bh","target",3,3,"True",55,NA,"","",NA,"","",3
154,17,"target complex","pm","pm_bh","pm_rh","ro_bh",1020894,"pm_bh","pm_bh,pm_rh,ro_bh","target",1,1,"True",33,NA,"","",NA,"","",3
154,18,"target simple","bh","ro_bh","pm_bh","gm_rh",1020926,"ro_bh","gm_rh,pm_bh,ro_bh","target",3,3,"True",65,1,"pm_bh","competitor",2,"False","There are 2 images which make use of the blue cap. I just took a guess between the two",3
154,19,"filler unambiguous","bh","ro_bh","gm_sc","pm_rh",1020866,"ro_bh","pm_rh,ro_bh,gm_sc","target",2,2,"True",5,NA,"","",NA,"","",3
154,20,"filler unambiguous","bh","ro_sc","gm_rh","pm_bh",1020920,"pm_bh","pm_bh,gm_rh,ro_sc","target",1,1,"True",59,NA,"","",NA,"","",3
154,21,"filler type c","gm","gm_bh","pm_bh","pm_sc",1020880,"gm_bh","pm_sc,pm_bh,gm_bh","target",3,3,"True",19,NA,"","",NA,"","",3
154,22,"filler type c","rh","pm_rh","pm_bh","ro_bh",1020865,"pm_rh","pm_rh,ro_bh,pm_bh","target",1,1,"True",4,NA,"","",NA,"","",3
154,23,"filler unambiguous","pm","pm_rh","gm_bh","ro_sc",1020887,"pm_rh","gm_bh,pm_rh,ro_sc","target",2,2,"True",26,NA,"","",NA,"","",3
154,24,"target complex","bh","pm_bh","gm_bh","pm_sc",1020884,"pm_bh","pm_bh,gm_bh,pm_sc","target",1,1,"True",23,NA,"","",NA,"","",3
154,25,"target complex","pm","pm_bh","pm_rh","ro_bh",1020893,"pm_bh","ro_bh,pm_bh,pm_rh","target",2,2,"True",32,NA,"","",NA,"","",3
154,26,"target simple","rh","ro_rh","gm_rh","pm_bh",1020925,"ro_rh","ro_rh,gm_rh,pm_bh","target",1,1,"True",64,NA,"","",NA,"","",3
154,27,"target simple","rh","ro_rh","gm_rh","pm_bh",1020908,"ro_rh","gm_rh,pm_bh,ro_rh","target",3,3,"True",47,NA,"","",NA,"","",3
154,28,"target simple","pm","pm_sc","pm_bh","gm_rh",1020905,"pm_sc","gm_rh,pm_sc,pm_bh","target",2,2,"True",44,NA,"","",NA,"","",3
154,29,"filler type a","bh","pm_bh","pm_sc","gm_rh",1020917,"pm_bh","pm_bh,gm_rh,pm_sc","target",1,1,"True",56,NA,"","",NA,"","",3
154,30,"target simple","pm","pm_sc","pm_bh","gm_rh",1020927,"pm_sc","pm_bh,gm_rh,pm_sc","target",3,3,"True",66,NA,"","",NA,"","",3
154,31,"filler ambiguous","pm","pm_rh","pm_rh","gm_bh",1020911,"pm_rh","gm_bh,pm_rh,pm_rh","competitor",3,2,"False",50,NA,"","",NA,"","",3
154,32,"filler type c","bh","pm_bh","pm_rh","ro_rh",1020868,"pm_bh","ro_rh,pm_bh,pm_rh","target",2,2,"True",7,NA,"","",NA,"","",3
154,33,"target simple","gm","gm_sc","gm_bh","pm_rh",1020883,"gm_sc","gm_sc,pm_rh,gm_bh","target",1,1,"True",22,NA,"","",NA,"","",3
154,34,"filler type b","bh","pm_bh","gm_rh","ro_rh",1020885,"pm_bh","ro_rh,pm_bh,gm_rh","target",2,2,"True",24,NA,"","",NA,"","",3
154,35,"filler ambiguous","bh","gm_bh","gm_bh","pm_rh",1020881,"gm_bh","gm_bh,gm_bh,pm_rh","target",2,2,"True",20,NA,"","",NA,"","",3
154,36,"target simple","pm","pm_sc","pm_rh","gm_bh",1020901,"pm_rh","pm_rh,pm_sc,gm_bh","competitor",2,1,"False",40,NA,"","",NA,"","",3
154,37,"filler unambiguous","rh","gm_rh","pm_sc","ro_bh",1020899,"gm_rh","ro_bh,gm_rh,pm_sc","target",2,2,"True",38,NA,"","",NA,"","",3
154,38,"filler type b","rh","pm_rh","ro_bh","gm_bh",1020873,"pm_rh","gm_bh,ro_bh,pm_rh","target",3,3,"True",12,NA,"","",NA,"","",3
154,39,"filler ambiguous","rh","pm_rh","pm_rh","gm_bh",1020906,"pm_rh","pm_rh,gm_bh,pm_rh","competitor",1,3,"False",45,NA,"","",NA,"","",3
154,40,"target simple","bh","ro_bh","gm_bh","pm_rh",1020869,"ro_bh","pm_rh,ro_bh,gm_bh","target",2,2,"True",8,NA,"","",NA,"","",3
154,41,"filler type a","gm","gm_bh","ro_bh","pm_rh",1020902,"gm_bh","pm_rh,ro_bh,gm_bh","target",3,3,"True",41,NA,"","",NA,"","",3
154,42,"target simple","pm","pm_sc","pm_rh","gm_bh",1020896,"pm_rh","pm_sc,pm_rh,gm_bh","competitor",1,2,"False",35,NA,"","",NA,"","",3
154,43,"target complex","pm","pm_rh","pm_bh","ro_rh",1020874,"pm_bh","ro_rh,pm_bh,pm_rh","competitor",3,2,"False",13,NA,"","",NA,"","",3
154,44,"filler type b","gm","gm_bh","pm_rh","pm_sc",1020877,"gm_bh","pm_rh,pm_sc,gm_bh","target",3,3,"True",16,NA,"","",NA,"","",3
154,45,"filler type b","pm","pm_rh","gm_bh","gm_sc",1020904,"pm_rh","gm_bh,pm_rh,gm_sc","target",2,2,"True",43,NA,"","",NA,"","",3
154,46,"filler unambiguous","bh","ro_bh","pm_sc","gm_rh",1020878,"ro_bh","ro_bh,pm_sc,gm_rh","target",1,1,"True",17,NA,"","",NA,"","",3
154,47,"filler type a","rh","pm_rh","pm_sc","gm_bh",1020919,"pm_rh","pm_rh,pm_sc,gm_bh","target",1,1,"True",58,NA,"","",NA,"","",3
154,48,"filler unambiguous","pm","pm_rh","ro_sc","gm_bh",1020886,"pm_rh","gm_bh,ro_sc,pm_rh","target",3,3,"True",25,NA,"","",NA,"","",3
154,49,"target complex","gm","gm_rh","gm_bh","ro_rh",1020889,"gm_bh","ro_rh,gm_bh,gm_rh","competitor",3,2,"False",28,NA,"","",NA,"","",3
154,50,"filler ambiguous","gm","gm_bh","gm_bh","pm_sc",1020864,"gm_bh","gm_bh,gm_bh,pm_sc","competitor",1,2,"False",3,NA,"","",NA,"","",3
154,51,"target complex","pm","pm_rh","pm_bh","ro_rh",1020918,"pm_bh","pm_rh,ro_rh,pm_bh","competitor",1,3,"False",57,NA,"","",NA,"","",3
154,52,"filler ambiguous","rh","pm_rh","pm_rh","gm_sc",1020870,"pm_rh","gm_sc,pm_rh,pm_rh","target",2,2,"True",9,NA,"","",NA,"","",3
154,53,"filler ambiguous","pm","pm_rh","pm_rh","gm_sc",1020882,"pm_rh","pm_rh,pm_rh,gm_sc","target",2,2,"True",21,NA,"","",NA,"","",3
154,54,"filler type c","bh","pm_bh","pm_rh","ro_rh",1020910,"pm_rh","pm_rh,pm_bh,ro_rh","competitor",2,1,"False",49,NA,"","",NA,"","",3
154,55,"filler type c","rh","gm_rh","gm_bh","ro_bh",1020909,"gm_rh","gm_bh,gm_rh,ro_bh","target",2,2,"True",48,NA,"","",NA,"","",3
154,56,"filler type b","gm","gm_rh","ro_bh","pm_bh",1020903,"gm_rh","pm_bh,ro_bh,gm_rh","target",3,3,"True",42,NA,"","",NA,"","",3
154,57,"target complex","pm","pm_rh","pm_bh","ro_rh",1020922,"pm_bh","pm_rh,ro_rh,pm_bh","competitor",1,3,"False",61,NA,"","",NA,"","",3
154,58,"filler ambiguous","rh","pm_rh","pm_rh","gm_sc",1020863,"pm_rh","pm_rh,pm_rh,gm_sc","target",2,2,"True",2,NA,"","",NA,"","",3
154,59,"target simple","pm","pm_sc","pm_bh","gm_rh",1020892,"pm_sc","pm_sc,pm_bh,gm_rh","target",1,1,"True",31,NA,"","",NA,"","",3
154,60,"filler type c","gm","gm_bh","pm_bh","pm_sc",1020915,"gm_bh","gm_bh,pm_bh,pm_sc","target",1,1,"True",54,NA,"","",NA,"","",3
154,61,"filler type c","pm","pm_rh","gm_rh","gm_sc",1020914,"pm_rh","gm_sc,gm_rh,pm_rh","target",3,3,"True",53,NA,"","",NA,"","",3
154,62,"filler type c","bh","pm_bh","pm_rh","ro_rh",1020900,"pm_bh","ro_rh,pm_bh,pm_rh","target",2,2,"True",39,NA,"","",NA,"","",3
154,63,"target complex","gm","gm_bh","gm_rh","ro_bh",1020913,"gm_rh","gm_rh,ro_bh,gm_bh","competitor",3,1,"False",52,NA,"","",NA,"","",3
154,64,"filler type a","gm","gm_rh","ro_rh","pm_bh",1020907,"pm_bh","ro_rh,pm_bh,gm_rh","distractor",3,2,"False",46,NA,"","",NA,"","",3
154,65,"filler type c","bh","gm_bh","gm_rh","ro_rh",1020897,"gm_bh","gm_rh,gm_bh,ro_rh","target",2,2,"True",36,NA,"","",NA,"","",3
154,66,"filler unambiguous","gm","gm_bh","ro_sc","pm_rh",1020891,"gm_bh","ro_sc,pm_rh,gm_bh","target",3,3,"True",30,NA,"","",NA,"","",3
155,1,"filler type b","rh","gm_rh","pm_sc","pm_bh",1023883,"gm_rh","gm_rh,pm_sc,pm_bh","target",1,1,"True",52,NA,"","",NA,"","",3
155,2,"target complex","rh","gm_rh","pm_rh","gm_sc",1023894,"gm_rh","pm_rh,gm_rh,gm_sc","target",2,2,"True",63,NA,"","",NA,"","",3
155,3,"filler ambiguous","rh","pm_rh","pm_rh","gm_bh",1023852,"pm_rh","gm_bh,pm_rh,pm_rh","competitor",3,2,"False",21,NA,"","",NA,"","",3
155,4,"filler type a","rh","pm_rh","pm_sc","gm_bh",1023882,"pm_rh","gm_bh,pm_rh,pm_sc","target",2,2,"True",51,NA,"","",NA,"","",3
155,5,"target complex","bh","pm_bh","gm_bh","pm_sc",1023860,"gm_bh","pm_sc,gm_bh,pm_bh","competitor",3,2,"False",29,NA,"","",NA,"","",3
155,6,"filler unambiguous","rh","pm_rh","gm_sc","ro_bh",1023846,"pm_rh","pm_rh,gm_sc,ro_bh","target",1,1,"True",15,NA,"","",NA,"","",3
155,7,"target complex","gm","gm_bh","gm_rh","ro_bh",1023877,"gm_bh","gm_rh,gm_bh,ro_bh","target",2,2,"True",46,NA,"","",NA,"","",3
155,8,"target simple","pm","pm_sc","pm_rh","gm_bh",1023840,"pm_rh","gm_bh,pm_rh,pm_sc","competitor",3,2,"False",9,NA,"","",NA,"","",3
155,9,"filler ambiguous","gm","gm_bh","gm_bh","pm_sc",1023861,"gm_bh","gm_bh,gm_bh,pm_sc","competitor",2,1,"False",30,NA,"","",NA,"","",3
155,10,"filler type c","rh","pm_rh","pm_bh","ro_bh",1023880,"pm_rh","pm_bh,pm_rh,ro_bh","target",2,2,"True",49,NA,"","",NA,"","",3
155,11,"filler type c","rh","gm_rh","gm_bh","ro_bh",1023884,"gm_rh","gm_rh,ro_bh,gm_bh","target",1,1,"True",53,NA,"","",NA,"","",3
155,12,"target simple","bh","ro_bh","gm_bh","pm_rh",1023888,"ro_bh","pm_rh,ro_bh,gm_bh","target",2,2,"True",57,NA,"","",NA,"","",3
155,13,"filler type a","bh","pm_bh","pm_sc","gm_rh",1023848,"pm_bh","pm_sc,gm_rh,pm_bh","target",3,3,"True",17,NA,"","",NA,"","",3
155,14,"filler unambiguous","rh","gm_rh","pm_bh","ro_sc",1023893,"pm_bh","ro_sc,pm_bh,gm_rh","competitor",3,2,"False",62,NA,"","",NA,"","",3
155,15,"target complex","gm","gm_rh","gm_bh","ro_rh",1023869,"gm_bh","ro_rh,gm_bh,gm_rh","competitor",3,2,"False",38,NA,"","",NA,"","",3
155,16,"filler type c","bh","gm_bh","gm_rh","ro_rh",1023842,"gm_bh","gm_rh,ro_rh,gm_bh","target",3,3,"True",11,NA,"","",NA,"","",3
155,17,"target complex","pm","pm_bh","pm_rh","ro_bh",1023885,"pm_bh","pm_bh,ro_bh,pm_rh","target",1,1,"True",54,NA,"","",NA,"","",3
155,18,"target simple","bh","ro_bh","pm_bh","gm_rh",1023889,"gm_rh","ro_bh,gm_rh,pm_bh","distractor",1,2,"False",58,NA,"","",NA,"","",3
155,19,"filler unambiguous","bh","ro_bh","gm_sc","pm_rh",1023839,"ro_bh","gm_sc,pm_rh,ro_bh","target",3,3,"True",8,NA,"","",NA,"","",3
155,20,"filler unambiguous","bh","ro_sc","gm_rh","pm_bh",1023896,"pm_bh","ro_sc,pm_bh,gm_rh","target",2,2,"True",65,NA,"","",NA,"","",3
155,21,"filler type c","gm","gm_bh","pm_bh","pm_sc",1023895,"gm_bh","pm_bh,gm_bh,pm_sc","target",2,2,"True",64,NA,"","",NA,"","",3
155,22,"filler type c","rh","pm_rh","pm_bh","ro_bh",1023855,"pm_rh","pm_rh,ro_bh,pm_bh","target",1,1,"True",24,NA,"","",NA,"","",3
155,23,"filler unambiguous","pm","pm_rh","gm_bh","ro_sc",1023867,"gm_bh","pm_rh,gm_bh,ro_sc","competitor",1,2,"False",36,NA,"","",NA,"","",3
155,24,"target complex","bh","pm_bh","gm_bh","pm_sc",1023847,"gm_bh","pm_bh,pm_sc,gm_bh","competitor",1,3,"False",16,NA,"","",NA,"","",3
155,25,"target complex","pm","pm_bh","pm_rh","ro_bh",1023838,"pm_rh","pm_rh,ro_bh,pm_bh","competitor",3,1,"False",7,NA,"","",NA,"","",3
155,26,"target simple","rh","ro_rh","gm_rh","pm_bh",1023843,"ro_rh","ro_rh,pm_bh,gm_rh","target",1,1,"True",12,NA,"","",NA,"","",3
155,27,"target simple","rh","ro_rh","gm_rh","pm_bh",1023875,"gm_rh","ro_rh,gm_rh,pm_bh","competitor",1,2,"False",44,NA,"","",NA,"","",3
155,28,"target simple","pm","pm_sc","pm_bh","gm_rh",1023844,"pm_sc","gm_rh,pm_bh,pm_sc","target",3,3,"True",13,NA,"","",NA,"","",3
